Headin÷CAN begin OK
LSM6DS3TR-C Found!
Accelerometer range set to: +-2G
Accelerometer data rate set to: 12.5 Hz
Heading:0.00 A Des:[0.00] Act:[0.00] B Des:7.00] Act:[0.00] [Immediate] [-1.45] [4.37] [-8.60] | PC:0
Heading:15.26 A Des:[3.01] Act:[2.70] B Des:-6.32] Act:[-3.20] [Immediate] [-9.28] [0.50] [-0.45] | PC:1883
Heading:15.19 A Des:[3.47] Act:[4.50] B Des:-6.08] Act:[-3.20] [Immediate] [-9.22] [0.88] [-0.95] | PC:1884
Heading:15.19 A Des:[3.47] Act:[5.10] B Des:-6.08] Act:[-5.00] [Immediate] [-9.14] [1.09] [-1.41] | PC:1884
Heading:15.29 A Des:[2.85] Act:[1.60] B Des:-6.39] Act:[-5.70] [Immediate] [-8.95] [1.30] [-2.28] | PC:1885
Heading:15.29 A Des:[2.85] Act:[1.90] B Des:-6.39] Act:[-2.30] [Immediate] [-8.76] [1.33] [-2.98] | PC:1885
Heading:15.32 A Des:[2.67] Act:[3.90] B Des:-6.47] Act:[-1.90] [Immediate] [-8.37] [1.11] [-4.11] | PC:1886
Heading:15.32 A Des:[2.67] Act:[3.90] B Des:-6.47] Act:[-2.40] [Immediate] [-8.08] [0.73] [-4.77] | PC:1886
Heading:15.22 A Des:[3.31] Act:[3.90] B Des:-6.17] Act:[-6.80] [Immediate] [-7.66] [-0.11] [-5.52] | PC:1887
Heading:15.22 A Des:[3.31] Act:[1.90] B Des:-6.17] Act:[-4.90] [Immediate] [-7.40] [-0.79] [-5.84] | PC:1887
Heading:15.12 A Des:[3.91] Act:[3.20] B Des:-5.81] Act:[-2.80] [Immediate] [-7.14] [-1.51] [-6.08] | PC:1888
Heading:15.12 A Des:[3.91] Act:[0.30] B Des:-5.81] Act:[-3.00] [Immediate] [-6.75] [-2.64] [-6.12] | PC:1888
Heading:15.19 A Des:[3.47] Act:[1.40] B Des:-6.08] Act:[-3.70] [Immediate] [-6.41] [-3.41] [-6.12] | PC:1889
Heading:15.19 A Des:[3.47] Act:[2.80] B Des:-6.08] Act:[-4.10] [Immediate] [-5.69] [-4.62] [-6.09] | PC:1889
Heading:15.11 A Des:[3.94] Act:[1.90] B Des:-5.78] Act:[-2.50] [Immediate] [-5.10] [-5.46] [-5.98] | PC:1890
Heading:15.11 A Des:[3.94] Act:[2.10] B Des:-5.78] Act:[-3.80] [Immediate] [-4.11] [-6.71] [-5.50] | PC:1890
Heading:15.24 A Des:[3.16] Act:[2.10] B Des:-6.25] Act:[-3.60] [Immediate] [-3.41] [-7.47] [-5.05] | PC:1891
Heading:15.24 A Des:[3.16] Act:[4.10] B Des:-6.25] Act:[-2.80] [Immediate] [-2.36] [-8.42] [-4.15] | PC:1891
Heading:15.32 A Des:[2.63] Act:[1.00] B Des:-6.49] Act:[-3.70] [Immediate] [-1.70] [-8.94] [-3.43] | PC:1892
Heading:15.32 A Des:[2.63] Act:[1.00] B Des:-6.49] Act:[-3.70] [Immediate] [-0.95] [-9.47] [-2.06] | PC:1892
Heading:15.26 A Des:[3.05] Act:[-1.30] B Des:-6.30] Act:[-3.10] [Immediate] [-0.59] [-9.68] [-1.11] | PC:1893
Heading:15.26 A Des:[3.05] Act:[1.70] B Des:-6.30] Act:[-3.00] [Immediate] [-0.14] [-9.77] [0.36] | PC:1893
Heading:15.37 A Des:[2.32] Act:[1.40] B Des:-6.60] Act:[-4.20] [Immediate] [0.16] [-9.69] [1.36] | PC:1894
Heading:15.37 A Des:[2.32] Act:[1.80] B Des:-6.60] Act:[-3.00] [Immediate] [0.67] [-9.39] [2.78] | PC:1894
Heading:15.32 A Des:[2.66] Act:[-0.60] B Des:-6.48] Act:[-3.40] [Immediate] [1.07] [-9.06] [3.67] | PC:1895
Heading:15.32 A Des:[2.66] Act:[0.90] B Des:-6.48] Act:[-4.30] [Immediate] [1.74] [-8.39] [4.92] | PC:1895
Heading:15.30 A Des:[2.80] Act:[3.00] B Des:-6.42] Act:[-5.30] [Immediate] [2.28] [-7.75] [5.71] | PC:1896
Heading:15.30 A Des:[2.80] Act:[2.60] B Des:-6.42] Act:[0.40] [Immediate] [3.09] [-6.72] [6.67] | PC:1896
Heading:15.20 A Des:[3.40] Act:[1.30] B Des:-6.12] Act:[-3.10] [Immediate] [3.55] [-5.94] [7.19] | PC:1897
Heading:15.20 A Des:[3.40] Act:[2.20] B Des:-6.12] Act:[-7.40] [Immediate] [4.22] [-4.68] [7.79] | PC:1897
Heading:15.16 A Des:[3.64] Act:[2.00] B Des:-5.98] Act:[-4.50] [Immediate] [4.68] [-3.78] [8.05] | PC:1898
Heading:15.16 A Des:[3.64] Act:[2.70] B Des:-5.98] Act:[-4.90] [Immediate] [5.34] [-2.53] [8.19] | PC:1898
Heading:15.11 A Des:[3.94] Act:[3.50] B Des:-5.79] Act:[-3.70] [Immediate] [5.82] [-1.70] [8.10] | PC:1899
Heading:15.11 A Des:[3.94] Act:[-0.40] B Des:-5.79] Act:[-2.60] [Immediate] [6.63] [-0.48] [7.70] | PC:1899
Heading:15.18 A Des:[3.54] Act:[2.60] B Des:-6.04] Act:[-3.10] [Immediate] [7.17] [0.28] [7.25] | PC:1900
Heading:15.18 A Des:[3.54] Act:[4.00] B Des:-6.04] Act:[-2.50] [Immediate] [7.96] [1.14] [6.35] | PC:1900
Heading:15.22 A Des:[3.29] Act:[2.20] B Des:-6.18] Act:[-1.10] [Immediate] [8.44] [1.62] [5.66] | PC:1901
Heading:15.22 A Des:[3.29] Act:[1.90] B Des:-6.18] Act:[-5.30] [Immediate] [9.02] [2.16] [4.52] | PC:1901
Heading:15.24 A Des:[3.18] Act:[1.00] B Des:-6.24] Act:[-4.90] [Immediate] [9.33] [2.36] [3.79] | PC:1902
Heading:15.24 A Des:[3.18] Act:[0.50] B Des:-6.24] Act:[-4.10] [Immediate] [9.64] [2.53] [2.81] | PC:1902
Heading:15.14 A Des:[3.79] Act:[2.60] B Des:-5.89] Act:[-3.40] [Immediate] [9.80] [2.53] [2.23] | PC:1903
Heading:15.14 A Des:[3.79] Act:[1.40] B Des:-5.89] Act:[-4.30] [Immediate] [10.00] [2.38] [1.41] | PC:1903
Heading:15.02 A Des:[4.46] Act:[1.50] B Des:-5.40] Act:[-2.10] [Immediate] [10.11] [2.16] [0.95] | PC:1904
Heading:15.02 A Des:[4.46] Act:[1.20] B Des:-5.40] Act:[-4.50] [Immediate] [10.26] [1.54] [0.37] | PC:1904
Heading:14.99 A Des:[4.59] Act:[4.30] B Des:-5.29] Act:[-3.00] [Immediate] [10.36] [0.89] [0.06] | PC:1905
Heading:14.99 A Des:[4.59] Act:[3.90] B Des:-5.29] Act:[-4.00] [Immediate] [10.38] [-0.41] [-0.17] | PC:1905
Heading:15.04 A Des:[4.36] Act:[2.80] B Des:-5.48] Act:[-3.10] [Immediate] [10.29] [-1.37] [-0.11] | PC:1906
Heading:15.04 A Des:[4.36] Act:[3.70] B Des:-5.48] Act:[-4.10] [Immediate] [9.98] [-2.77] [0.28] | PC:1906
Heading:14.97 A Des:[4.73] Act:[2.80] B Des:-5.16] Act:[-3.30] [Immediate] [9.68] [-3.54] [0.77] | PC:1907
Heading:14.97 A Des:[4.73] Act:[0.40] B Des:-5.16] Act:[-4.80] [Immediate] [9.20] [-4.34] [1.64] | PC:1907
Heading:15.03 A Des:[4.41] Act:[2.40] B Des:-5.44] Act:[-1.20] [Immediate] [8.90] [-4.64] [2.26] | PC:1908
Heading:15.03 A Des:[4.41] Act:[5.30] B Des:-5.44] Act:[-1.80] [Immediate] [8.58] [-4.85] [2.90] | PC:1908
Heading:15.04 A Des:[4.33] Act:[1.40] B Des:-5.50] Act:[-4.70] [Immediate] [8.07] [-4.90] [3.96] | PC:1909
Heading:15.04 A Des:[4.33] Act:[1.80] B Des:-5.50] Act:[-4.90] [Immediate] [7.68] [-4.88] [4.67] | PC:1909
Heading:15.16 A Des:[3.65] Act:[4.20] B Des:-5.97] Act:[-2.80] [Immediate] [6.92] [-4.69] [5.81] | PC:1910
Heading:15.16 A Des:[3.65] Act:[1.00] B Des:-5.97] Act:[-3.40] [Immediate] [6.35] [-4.44] [6.58] | PC:1910
Heading:15.13 A Des:[3.82] Act:[1.40] B Des:-5.86] Act:[-0.70] [Immediate] [5.41] [-3.73] [7.67] | PC:1911
Heading:15.13 A Des:[3.82] Act:[4.00] B Des:-5.86] Act:[-1.70] [Immediate] [4.80] [-3.17] [8.27] | PC:1911
Heading:15.14 A Des:[3.75] Act:[1.80] B Des:-5.91] Act:[-6.90] [Immediate] [3.94] [-2.13] [8.98] | PC:1912
Heading:15.14 A Des:[3.75] Act:[4.70] B Des:-5.91] Act:[-6.60] [Immediate] [3.37] [-1.36] [9.32] | PC:1912
Heading:15.08 A Des:[4.12] Act:[1.60] B Des:-5.66] Act:[-3.80] [Immediate] [2.59] [0.00] [9.61] | PC:1913
Heading:15.08 A Des:[4.12] Act:[2.30] B Des:-5.66] Act:[-2.20] [Immediate] [2.13] [0.80] [9.66] | PC:1913
Heading:15.13 A Des:[3.82] Act:[0.50] B Des:-5.87] Act:[-2.30] [Immediate] [1.33] [2.07] [9.57] | PC:1914
Heading:15.13 A Des:[3.82] Act:[1.80] B Des:-5.87] Act:[-4.20] [Immediate] [0.70] [2.83] [9.40] | PC:1914
Heading:15.15 A Des:[3.70] Act:[1.90] B Des:-5.94] Act:[-3.70] [Immediate] [-0.34] [4.14] [8.86] | PC:1915
Heading:15.15 A Des:[3.70] Act:[-0.90] B Des:-5.94] Act:[-2.70] [Immediate] [-1.12] [4.79] [8.39] | PC:1915
Heading:15.06 A Des:[4.22] Act:[2.30] B Des:-5.59] Act:[-3.50] [Immediate] [-2.28] [5.73] [7.44] | PC:1916
Heading:15.06 A Des:[4.22] Act:[4.20] B Des:-5.59] Act:[-3.60] [Immediate] [-2.95] [6.25] [6.67] | PC:1916
Heading:14.95 A Des:[4.81] Act:[2.20] B Des:-5.09] Act:[-2.20] [Immediate] [-3.88] [6.88] [5.39] | PC:1917
Heading:14.95 A Des:[4.81] Act:[4.30] B Des:-5.09] Act:[-2.10] [Immediate] [-4.43] [7.10] [4.57] | PC:1917
Heading:14.87 A Des:[5.19] Act:[3.30] B Des:-4.70] Act:[-1.20] [Immediate] [-5.27] [7.15] [3.34] | PC:1918
Heading:14.87 A Des:[5.19] Act:[3.90] B Des:-4.70] Act:[-3.80] [Immediate] [-5.88] [6.99] [2.49] | PC:1918
Heading:14.98 A Des:[4.67] Act:[2.00] B Des:-5.22] Act:[-6.10] [Immediate] [-6.77] [6.41] [1.37] | PC:1919
Heading:14.98 A Des:[4.67] Act:[2.60] B Des:-5.22] Act:[-3.80] [Immediate] [-7.36] [5.79] [0.76] | PC:1919
Heading:15.07 A Des:[4.20] Act:[4.20] B Des:-5.60] Act:[-4.40] [Immediate] [-8.14] [4.64] [-0.02] | PC:1920
Heading:15.07 A Des:[4.20] Act:[3.70] B Des:-5.60] Act:[-4.80] [Immediate] [-8.55] [3.76] [-0.39] | PC:1920
Heading:14.95 A Des:[4.82] Act:[2.70] B Des:-5.07] Act:[-4.00] [Immediate] [-8.95] [2.56] [-0.72] | PC:1921
Heading:14.95 A Des:[4.82] Act:[3.30] B Des:-5.07] Act:[-1.80] [Immediate] [-9.10] [1.85] [-0.78] | PC:1921
Heading:15.03 A Des:[4.38] Act:[3.60] B Des:-5.46] Act:[-3.40] [Immediate] [-9.24] [1.00] [-0.68] | PC:1922
Heading:15.03 A Des:[4.38] Act:[2.50] B Des:-5.46] Act:[-4.40] [Immediate] [-9.30] [0.46] [-0.46] | PC:1922
Heading:15.02 A Des:[4.45] Act:[4.00] B Des:-5.40] Act:[-2.20] [Immediate] [-9.30] [-0.34] [0.11] | PC:1923
Heading:15.02 A Des:[4.45] Act:[3.60] B Des:-5.40] Act:[-3.60] [Immediate] [-9.26] [-0.77] [0.62] | PC:1923
Heading:15.11 A Des:[3.95] Act:[3.40] B Des:-5.78] Act:[-5.20] [Immediate] [-9.09] [-1.29] [1.57] | PC:1924
Heading:15.11 A Des:[3.95] Act:[3.40] B Des:-5.78] Act:[-3.40] [Immediate] [-8.90] [-1.47] [2.31] | PC:1924
Heading:15.14 A Des:[3.75] Act:[0.80] B Des:-5.91] Act:[-8.30] [Immediate] [-8.51] [-1.57] [3.49] | PC:1925
Heading:15.14 A Des:[3.75] Act:[2.00] B Des:-5.91] Act:[-2.60] [Immediate] [-8.18] [-1.41] [4.25] | PC:1925
Heading:15.07 A Des:[4.15] Act:[2.40] B Des:-5.63] Act:[-5.00] [Immediate] [-7.72] [-0.98] [5.19] | PC:1926
Heading:15.07 A Des:[4.15] Act:[1.70] B Des:-5.63] Act:[-4.00] [Immediate] [-7.43] [-0.46] [5.70] | PC:1926
Heading:15.16 A Des:[3.67] Act:[0.60] B Des:-5.96] Act:[-5.30] [Immediate] [-6.97] [0.27] [6.30] | PC:1927
Heading:15.16 A Des:[3.67] Act:[2.50] B Des:-5.96] Act:[-3.10] [Immediate] [-6.65] [0.90] [6.60] | PC:1927
Heading:15.25 A Des:[3.12] Act:[1.40] B Des:-6.27] Act:[-3.90] [Immediate] [-6.07] [1.89] [6.98] | PC:1928
Heading:15.25 A Des:[3.12] Act:[1.70] B Des:-6.27] Act:[-4.20] [Immediate] [-5.62] [2.76] [7.10] | PC:1928
Heading:15.26 A Des:[3.06] Act:[3.70] B Des:-6.30] Act:[-3.30] [Immediate] [-5.18] [3.58] [7.06] | PC:1929
Heading:15.26 A Des:[3.06] Act:[0.90] B Des:-6.30] Act:[-2.50] [Immediate] [-4.52] [4.84] [6.84] | PC:1929
Heading:15.35 A Des:[2.43] Act:[-1.20] B Des:-6.56] Act:[-2.60] [Immediate] [-4.09] [5.66] [6.49] | PC:1930
Heading:15.35 A Des:[2.43] Act:[1.00] B Des:-6.56] Act:[-4.50] [Immediate] [-3.51] [6.91] [5.63] | PC:1930
Heading:15.37 A Des:[2.34] Act:[2.70] B Des:-6.60] Act:[-3.30] [Immediate] [-3.15] [7.59] [4.95] | PC:1931
Heading:15.37 A Des:[2.34] Act:[-0.20] B Des:-6.60] Act:[-5.30] [Immediate] [-2.61] [8.48] [3.70] | PC:1931
Heading:15.31 A Des:[2.69] Act:[-0.60] B Des:-6.46] Act:[-4.90] [Immediate] [-2.28] [8.99] [2.67] | PC:1932
Heading:15.31 A Des:[2.69] Act:[4.60] B Des:-6.46] Act:[-4.20] [Immediate] [-1.88] [9.42] [1.07] | PC:1932
Heading:15.20 A Des:[3.39] Act:[0.50] B Des:-6.12] Act:[-2.70] [Immediate] [-1.64] [9.55] [-0.03] | PC:1933
Heading:15.20 A Des:[3.39] Act:[1.20] B Des:-6.12] Act:[-6.60] [Immediate] [-1.23] [9.49] [-1.80] | PC:1933
Heading:15.30 A Des:[2.79] Act:[0.80] B Des:-6.42] Act:[-3.20] [Immediate] [-0.79] [9.27] [-2.92] | PC:1934
Heading:15.30 A Des:[2.79] Act:[2.60] B Des:-6.42] Act:[-4.20] [Immediate] [0.15] [8.70] [-4.54] | PC:1934
Heading:15.43 A Des:[1.94] Act:[4.20] B Des:-6.73] Act:[-2.00] [Immediate] [0.88] [8.09] [-5.58] | PC:1935
Heading:15.43 A Des:[1.94] Act:[0.40] B Des:-6.73] Act:[-8.10] [Immediate] [2.02] [6.84] [-6.92] | PC:1935
Heading:15.32 A Des:[2.63] Act:[1.10] B Des:-6.49] Act:[-6.60] [Immediate] [2.67] [5.83] [-7.62] | PC:1936
Heading:15.32 A Des:[2.63] Act:[-0.60] B Des:-6.49] Act:[-4.50] [Immediate] [3.34] [4.16] [-8.46] | PC:1936
Heading:15.38 A Des:[2.24] Act:[0.00] B Des:-6.63] Act:[-0.90] [Immediate] [3.63] [3.03] [-8.83] | PC:1937
Heading:15.38 A Des:[2.24] Act:[2.10] B Des:-6.63] Act:[-4.70] [Immediate] [4.00] [1.32] [-9.10] | PC:1937
Heading:15.42 A Des:[1.99] Act:[2.20] B Des:-6.71] Act:[-4.80] [Immediate] [4.23] [0.18] [-9.10] | PC:1938
Heading:15.42 A Des:[1.99] Act:[-0.30] B Des:-6.71] Act:[-4.30] [Immediate] [4.57] [-1.42] [-8.83] | PC:1938
Heading:15.51 A Des:[1.37] Act:[1.00] B Des:-6.87] Act:[-3.70] [Immediate] [4.82] [-2.40] [-8.50] | PC:1939
Heading:15.51 A Des:[1.37] Act:[1.70] B Des:-6.87] Act:[-4.00] [Immediate] [5.25] [-3.73] [-7.74] | PC:1939
Heading:15.41 A Des:[2.04] Act:[1.20] B Des:-6.70] Act:[-1.90] [Immediate] [5.59] [-4.46] [-7.12] | PC:1940
Heading:15.41 A Des:[2.04] Act:[-2.10] B Des:-6.70] Act:[-4.00] [Immediate] [6.12] [-5.33] [-6.03] | PC:1940
Heading:15.32 A Des:[2.66] Act:[2.10] B Des:-6.47] Act:[-5.50] [Immediate] [6.46] [-5.76] [-5.24] | PC:1941
Heading:15.32 A Des:[2.66] Act:[0.80] B Des:-6.47] Act:[-3.20] [Immediate] [6.88] [-6.23] [-4.10] | PC:1941
Heading:15.26 A Des:[3.03] Act:[-0.40] B Des:-6.31] Act:[-3.10] [Immediate] [7.10] [-6.44] [-3.37] | PC:1942
Heading:15.26 A Des:[3.03] Act:[0.70] B Des:-6.31] Act:[-2.70] [Immediate] [7.45] [-6.56] [-2.26] | PC:1942
Heading:15.33 A Des:[2.56] Act:[3.20] B Des:-6.52] Act:[-1.90] [Immediate] [7.75] [-6.45] [-1.53] | PC:1943
Heading:15.33 A Des:[2.56] Act:[4.00] B Des:-6.52] Act:[-3.00] [Immediate] [8.28] [-5.97] [-0.53] | PC:1943
Heading:15.27 A Des:[2.98] Act:[0.80] B Des:-6.34] Act:[-4.20] [Immediate] [8.65] [-5.51] [0.03] | PC:1944
Heading:15.27 A Des:[2.98] Act:[2.80] B Des:-6.34] Act:[-5.80] [Immediate] [9.15] [-4.64] [0.77] | PC:1944
Heading:15.32 A Des:[2.67] Act:[2.40] B Des:-6.47] Act:[-3.10] [Immediate] [9.42] [-4.04] [1.11] | PC:1945
Heading:15.32 A Des:[2.67] Act:[0.20] B Des:-6.47] Act:[-4.60] [Immediate] [9.70] [-3.22] [1.47] | PC:1945
Heading:15.37 A Des:[2.34] Act:[-0.20] B Des:-6.60] Act:[-2.20] [Immediate] [9.84] [-2.75] [1.62] | PC:1946
Heading:15.37 A Des:[2.34] Act:[0.30] B Des:-6.60] Act:[-1.40] [Immediate] [10.01] [-2.00] [1.75] | PC:1946
Heading:15.30 A Des:[2.78] Act:[1.70] B Des:-6.42] Act:[-1.50] [Immediate] [10.09] [-1.58] [1.76] | PC:1947
Heading:15.30 A Des:[2.78] Act:[0.60] B Des:-6.42] Act:[-3.90] [Immediate] [10.19] [-1.00] [1.68] | PC:1947
Heading:15.19 A Des:[3.44] Act:[0.50] B Des:-6.10] Act:[-2.80] [Immediate] [10.23] [-0.64] [1.56] | PC:1948
Heading:15.19 A Des:[3.44] Act:[1.80] B Des:-6.10] Act:[-3.80] [Immediate] [10.31] [-0.14] [1.08] | PC:1948
Heading:15.12 A Des:[3.88] Act:[0.80] B Des:-5.83] Act:[-3.70] [Immediate] [10.36] [0.15] [0.53] | PC:1949
Heading:15.12 A Des:[3.88] Act:[2.70] B Des:-5.83] Act:[-5.00] [Immediate] [10.38] [0.31] [-0.14] | PC:1949
Heading:15.05 A Des:[4.25] Act:[0.30] B Des:-5.56] Act:[-5.70] [Immediate] [10.29] [0.31] [-1.28] | PC:1950
Heading:15.05 A Des:[4.25] Act:[2.50] B Des:-5.56] Act:[-2.60] [Immediate] [10.16] [0.10] [-2.08] | PC:1950
Heading:15.13 A Des:[3.85] Act:[1.20] B Des:-5.85] Act:[-3.20] [Immediate] [9.82] [-0.48] [-3.19] | PC:1951
Heading:15.13 A Des:[3.85] Act:[5.10] B Des:-5.85] Act:[-4.20] [Immediate] [9.54] [-1.06] [-3.84] | PC:1951
Heading:15.14 A Des:[3.76] Act:[2.70] B Des:-5.90] Act:[-4.60] [Immediate] [9.05] [-2.10] [-4.45] | PC:1952
Heading:15.14 A Des:[3.76] Act:[-0.40] B Des:-5.90] Act:[-2.40] [Immediate] [8.72] [-2.85] [-4.63] | PC:1952
Heading:15.05 A Des:[4.29] Act:[0.80] B Des:-5.53] Act:[-4.30] [Immediate] [8.24] [-4.02] [-4.57] | PC:1953
Heading:15.05 A Des:[4.29] Act:[2.10] B Des:-5.53] Act:[-5.20] [Immediate] [7.95] [-4.75] [-4.31] | PC:1953
Heading:15.16 A Des:[3.66] Act:[3.00] B Des:-5.97] Act:[-4.90] [Immediate] [7.44] [-5.83] [-3.80] | PC:1954
Heading:15.16 A Des:[3.66] Act:[3.80] B Des:-5.97] Act:[-2.50] [Immediate] [7.00] [-6.54] [-3.39] | PC:1954
Heading:15.04 A Des:[4.31] Act:[3.80] B Des:-5.52] Act:[-2.80] [Immediate] [6.24] [-7.53] [-2.56] | PC:1955
Heading:15.04 A Des:[4.31] Act:[3.60] B Des:-5.52] Act:[-4.10] [Immediate] [5.68] [-8.12] [-1.90] | PC:1955
Heading:15.12 A Des:[3.87] Act:[1.00] B Des:-5.83] Act:[-4.50] [Immediate] [4.78] [-8.77] [-0.79] | PC:1956
Heading:15.12 A Des:[3.87] Act:[3.10] B Des:-5.83] Act:[-3.30] [Immediate] [4.17] [-9.10] [-0.05] | PC:1956
Heading:15.14 A Des:[3.78] Act:[1.00] B Des:-5.89] Act:[-1.40] [Immediate] [3.20] [-9.33] [1.24] | PC:1957
Heading:15.14 A Des:[3.78] Act:[3.40] B Des:-5.89] Act:[-2.50] [Immediate] [2.62] [-9.33] [2.13] | PC:1957
Heading:15.20 A Des:[3.40] Act:[2.70] B Des:-6.12] Act:[-5.40] [Immediate] [1.83] [-9.07] [3.43] | PC:1958
Heading:15.20 A Des:[3.40] Act:[-0.80] B Des:-6.12] Act:[-1.50] [Immediate] [1.31] [-8.79] [4.27] | PC:1958
Heading:15.22 A Des:[3.30] Act:[1.80] B Des:-6.17] Act:[-3.50] [Immediate] [0.58] [-8.09] [5.52] | PC:1959
Heading:15.22 A Des:[3.30] Act:[1.20] B Des:-6.17] Act:[-4.60] [Immediate] [0.11] [-7.53] [6.26] | PC:1959
Heading:15.24 A Des:[3.14] Act:[0.30] B Des:-6.26] Act:[-6.50] [Immediate] [-0.67] [-6.54] [7.20] | PC:1960
Heading:15.24 A Des:[3.14] Act:[0.60] B Des:-6.26] Act:[-4.60] [Immediate] [-1.25] [-5.79] [7.72] | PC:1960
Heading:15.37 A Des:[2.35] Act:[2.90] B Des:-6.59] Act:[-1.00] [Immediate] [-2.05] [-4.46] [8.34] | PC:1961
Heading:15.37 A Des:[2.35] Act:[3.80] B Des:-6.59] Act:[-5.10] [Immediate] [-2.54] [-3.60] [8.59] | PC:1961
Heading:15.32 A Des:[2.65] Act:[1.80] B Des:-6.48] Act:[-2.30] [Immediate] [-3.21] [-2.26] [8.78] | PC:1962
Heading:15.32 A Des:[2.65] Act:[4.20] B Des:-6.48] Act:[-3.70] [Immediate] [-3.60] [-1.30] [8.80] | PC:1962
Heading:15.41 A Des:[2.05] Act:[3.10] B Des:-6.69] Act:[-3.00] [Immediate] [-4.08] [0.09] [8.65] | PC:1963
Heading:15.41 A Des:[2.05] Act:[-1.20] B Des:-6.69] Act:[-4.90] [Immediate] [-4.37] [0.97] [8.43] | PC:1963
Heading:15.49 A Des:[1.49] Act:[2.80] B Des:-6.84] Act:[-0.50] [Immediate] [-4.87] [2.15] [7.88] | PC:1964
Heading:15.49 A Des:[1.49] Act:[2.30] B Des:-6.84] Act:[-4.50] [Immediate] [-5.21] [2.98] [7.37] | PC:1964
Heading:15.50 A Des:[1.46] Act:[2.20] B Des:-6.85] Act:[-3.80] [Immediate] [-5.66] [3.93] [6.49] | PC:1965
Heading:15.50 A Des:[1.46] Act:[1.20] B Des:-6.85] Act:[-5.30] [Immediate] [-5.87] [4.52] [5.87] | PC:1965
Heading:15.43 A Des:[1.95] Act:[0.80] B Des:-6.72] Act:[-4.10] [Immediate] [-6.05] [5.40] [4.85] | PC:1966
Heading:15.43 A Des:[1.95] Act:[-0.60] B Des:-6.72] Act:[-5.70] [Immediate] [-6.13] [5.86] [4.14] | PC:1966
Heading:15.51 A Des:[1.41] Act:[1.30] B Des:-6.86] Act:[-4.20] [Immediate] [-6.30] [6.33] [3.00] | PC:1967
Heading:15.51 A Des:[1.41] Act:[0.60] B Des:-6.86] Act:[-3.50] [Immediate] [-6.52] [6.49] [2.12] | PC:1967
Heading:15.60 A Des:[0.74] Act:[0.00] B Des:-6.96] Act:[-4.50] [Immediate] [-6.90] [6.34] [0.88] | PC:1968
Heading:15.60 A Des:[0.74] Act:[3.10] B Des:-6.96] Act:[-3.40] [Immediate] [-7.18] [6.10] [0.09] | PC:1968
Heading:15.67 A Des:[0.26] Act:[-0.70] B Des:-7.00] Act:[-2.20] [Immediate] [-7.49] [5.61] [-1.03] | PC:1969
Heading:15.67 A Des:[0.26] Act:[0.80] B Des:-7.00] Act:[-2.80] [Immediate] [-7.60] [5.26] [-1.70] | PC:1969
Heading:15.81 A Des:[-0.72] Act:[-0.20] B Des:-6.96] Act:[-7.60] [Immediate] [-7.62] [4.83] [-2.69] | PC:1970
Heading:15.81 A Des:[-0.72] Act:[0.50] B Des:-6.96] Act:[-1.00] [Immediate] [-7.56] [4.51] [-3.37] | PC:1970
Heading:15.81 A Des:[-0.71] Act:[-2.50] B Des:-6.96] Act:[-3.90] [Immediate] [-7.48] [4.11] [-4.00] | PC:1971
Heading:15.81 A Des:[-0.71] Act:[-1.30] B Des:-6.96] Act:[-4.70] [Immediate] [-7.34] [3.39] [-4.89] | PC:1971
Heading:15.87 A Des:[-1.13] Act:[0.60] B Des:-6.91] Act:[-7.50] [Immediate] [-7.24] [2.80] [-5.41] | PC:1972
Heading:15.87 A Des:[-1.13] Act:[-1.00] B Des:-6.91] Act:[-1.40] [Immediate] [-7.12] [1.76] [-6.00] | PC:1972
Heading:15.87 A Des:[-1.14] Act:[-0.90] B Des:-6.91] Act:[-4.80] [Immediate] [-7.03] [1.01] [-6.27] | PC:1973
Heading:15.87 A Des:[-1.14] Act:[-3.50] B Des:-6.91] Act:[-6.80] [Immediate] [-6.83] [-0.19] [-6.58] | PC:1973
Heading:15.79 A Des:[-0.54] Act:[1.00] B Des:-6.98] Act:[-1.80] [Immediate] [-6.66] [-1.01] [-6.70] | PC:1974
Heading:15.79 A Des:[-0.54] Act:[1.60] B Des:-6.98] Act:[-3.20] [Immediate] [-6.38] [-2.29] [-6.67] | PC:1974
Heading:15.79 A Des:[-0.54] Act:[-0.20] B Des:-6.98] Act:[-5.70] [Immediate] [-6.21] [-3.15] [-6.48] | PC:1975
Heading:15.79 A Des:[-0.54] Act:[-0.70] B Des:-6.98] Act:[-4.30] [Immediate] [-6.01] [-4.34] [-5.96] | PC:1975
Heading:15.91 A Des:[-1.42] Act:[0.90] B Des:-6.86] Act:[-4.90] [Immediate] [-5.92] [-5.07] [-5.47] | PC:1976
Heading:15.91 A Des:[-1.42] Act:[-1.10] B Des:-6.86] Act:[-2.80] [Immediate] [-5.81] [-6.00] [-4.56] | PC:1976
Heading:15.80 A Des:[-0.68] Act:[-0.10] B Des:-6.97] Act:[-4.20] [Immediate] [-5.73] [-6.51] [-3.90] | PC:1977
Heading:15.80 A Des:[-0.68] Act:[-0.40] B Des:-6.97] Act:[-4.30] [Immediate] [-5.51] [-7.22] [-2.89] | PC:1977
Heading:15.85 A Des:[-0.98] Act:[-1.70] B Des:-6.93] Act:[-4.20] [Immediate] [-5.31] [-7.61] [-2.11] | PC:1978
